10-19,8-26,11-19,10-20,9-19,10-18,11-18,7-26,8-25,9-26,bmi
127.1416532848303,121.2023102090055,126.24579200908043,126.31706139710501,124.48293055676348,123.14625451064276,123.43419299367578,125.36347155371857,123.4908903522847,115.43396380615197,55.95
142.35870187663275,143.17122615944868,143.05593311708537,140.4314779527724,136.89411966918078,137.41178988718545,139.38794782907166,144.0590156845451,139.84276885130672,137.52817893071952,56.7
89.47066558375433,85.86617494683223,88.48163651289457,86.92525524840292,88.02272433866156,87.66413177577246,87.45856161634491,85.70297544426332,84.86459803710852,83.4865258589672,54.15
115.69356075426151,115.41230437002808,110.94142598686929,113.22543883774529,112.64102272262977,111.36426715962351,107.61505470890215,114.03946685248928,113.31813623599709,111.7899816620434,55.45
151.15885683611134,144.4749113168096,149.4121815649581,149.3251485852266,148.08105888330215,150.29637387508726,150.04665940966498,147.63468427168462,144.18044250174847,139.2838827718412,57.25
250.88842141477954,252.28555249954368,252.12100269513448,253.6631624812716,243.57750306627256,237.35627229968037,240.8401959806544,250.58531481313904,255.28219679405768,243.18922673506736,62.25
206.30559856678641,209.3895890439637,202.0396000787964,203.00246303924493,202.40800379431641,200.24984394500785,198.39858870465787,208.0793118020146,206.5841233008965,202.38577025077632,59.8
207.460839678239,208.9042843026442,208.2786594925174,203.2264746532793,202.64747716169572,205.0,207.19314660480447,197.34234213670413,204.53361581901402,209.87615395751845,60.4
113.17685275708986,115.83609109426992,113.81124724736128,111.08555261599052,109.78615577567145,112.89818421923357,114.86513831445988,114.28473213863695,113.46365056704285,112.60550608207396,55.4
175.13708916160505,180.49930747789588,175.20559351801532,174.4706279005151,170.6985647274165,169.1892431568863,170.83617883809038,178.94133116750862,178.7316424139833,175.85505395068972,58.65
189.69449122207,185.43192821086663,184.76200908195386,186.93581786270923,183.73078130786902,184.44782460088814,181.40011025354974,179.8054504179448,182.15652609774926,180.546392929906,58.9
232.55106965997814,228.17756243767704,226.31835983852483,228.03508501982756,226.15260334561702,226.55021518418386,222.70383921252903,220.41778512633687,225.32199182503246,221.92115717073932,60.85
141.6827441857335,140.42791745233566,140.45995870709916,140.46351839534705,138.4629914453678,137.78606605894515,137.92751719653333,137.2443077143821,138.92443989449805,137.92751719653333,56.9
252.38462710712002,258.4898450616581,249.7218452598811,253.06125740618614,246.28844877500853,242.88680491125905,242.68704126920326,263.60007587252323,258.08913189051566,245.54429335661618,62.3
129.1394595001853,131.94695904036593,131.03434664239757,126.14277624977184,125.39936203984452,125.4312560727987,128.76334882255898,132.87964479181903,130.0,126.53062870309307,56.1
235.5674001214939,243.3536521197083,230.1521236052364,233.69424468736923,229.97608571327584,230.4126732625617,227.62249449472256,241.91940806805889,239.6351393264352,235.28068344001386,61.3
176.47662734764626,176.6635219845908,169.30741271426953,169.8381582566179,173.65770930194836,176.38594048279472,171.2337583538947,176.23280057923387,172.4093964956667,170.53152201279389,58.3
154.54772725601632,151.47607071745688,155.5538491969903,147.3634961583092,147.80054127099805,153.4731246831184,156.23699945915502,151.48597294799282,144.25324953012324,145.4132043522871,57.1
109.25200226998129,109.0,109.9317970379817,106.56922632730331,105.65036677645752,104.23531071570707,106.01886624558857,107.16809226630843,107.82393055347221,105.09519494249012,55.1
161.75598906995683,165.94577427581578,153.8473269186046,157.9651860379369,159.36436239009018,160.99689437998487,154.77725931156684,166.82026255823962,161.13658802394943,160.11246047700345,57.75
202.1806123247232,199.32385707686882,203.9068414742379,197.48924021323288,194.64069461446132,198.4363877921587,201.9356333092305,195.35864454894238,195.437969698828,195.2050204272421,59.5
281.81021982887705,277.74268667239465,285.0,281.46935890075144,271.93565415369864,268.2256512714621,274.1331793125378,279.3313444638822,277.41124706831914,268.81220210399675,63.25
261.83964558485025,273.70787347096905,278.6485241303101,268.5609800399157,245.96747752497689,245.20399670478454,264.47306101000163,284.52240685049753,276.1322147088239,258.054257860629,63.2
104.65658125507444,103.31021246711285,106.23088063270492,103.61949623502326,99.02019995940222,100.70253224224304,103.23274674249446,106.23088063270492,103.61949623502326,97.7394495585073,54.85
105.30906893520614,107.93516572461452,105.0,104.69479452198185,101.23734488813898,104.04326023342405,104.8045800525912,108.40664186294121,105.62196741208713,103.16006979447037,55.0
166.96406799069075,168.75129629131743,165.65325230734229,165.71059109181886,162.85576440519384,162.80663377147752,163.1318485152424,167.38578195294843,167.29913329123977,164.17368851311105,58.1
194.24983912477248,185.9516066077408,196.23710148695125,193.12690128513947,186.59314028120116,189.38056922503955,193.1035991378721,190.1183841715472,185.36720314014562,179.69418465826882,59.05
172.5688268488837,167.1556161186336,171.7032323516363,166.83225107874074,167.2871782295344,168.80758276807353,169.71151993898349,162.1141573089778,163.2176461048253,164.5600194457937,58.0
149.88328792764054,155.20631430454108,145.6605643267937,144.30869689661813,148.18906842274163,146.99659860010368,144.58907289280197,153.93829932800998,150.98675438593943,150.2165104108067,57.15
148.03377992877162,152.0690632574555,152.26621424334422,144.4714504668656,141.35416513141737,145.12063946937388,150.60212481900777,150.41608956491322,145.83895227270392,148.0,57.0
149.34523762075574,146.2908062729849,146.71059948074645,145.33065746772084,145.04137340772803,146.32156368765337,145.11374848717816,144.30869689661813,143.55835050598762,141.85203558638133,57.05
282.55441953719287,254.31083343027288,286.2044723619811,274.15506561068685,270.0981303156317,279.7373768376332,284.8876971720611,238.4617369726221,248.91966575584183,256.5345980564805,62.65
152.10851389715177,150.58552387264854,150.73486657041232,148.92951352905172,148.70776711389354,152.84632805533795,152.68922686293232,149.20120642943874,148.03377992877162,148.14182393908885,57.25
143.7567389724739,145.3444185374863,144.80676779764127,144.08677940741129,138.15932831336434,137.84411485442533,140.2640367307315,142.8355697996826,143.37712509323097,140.73023839957068,56.85
126.19429464123962,131.24404748406687,127.5617497528158,125.78155667664477,122.54386969571348,120.60265337047936,123.03657992645927,129.28263611173776,128.7866452703851,128.09761902549164,56.3
174.26416728633572,169.26015479137433,174.77413996355406,172.1917535772256,166.9281282468596,171.81967291320282,174.0,166.86821147240718,166.33700730745397,164.84234892769516,58.05
85.47514258543241,86.92525524840292,83.81527307120105,84.17244204607586,83.00602387778855,85.14693182963201,84.38601779915912,86.95401083331349,85.70297544426332,83.5224520712844,54.05
132.5481044753187,130.54118124178282,132.85330255586422,129.40247292845683,125.31959144523252,129.20139318134306,130.73637596323374,126.24183141890805,126.19429464123962,127.03542812932147,56.5
179.12007146045917,177.50774630984418,172.69916039170545,172.1917535772256,178.27226368675525,180.86735471057239,176.23847480048164,179.0111728356641,173.08090593707905,174.0488437192273,58.75
150.3761949245957,152.97712247261023,148.51935900750448,146.7310464761974,146.102703602637,146.86047800548656,146.60491124106312,153.83757668398187,149.8165544924859,148.5563866011825,57.05
112.307613277106,111.01801655587259,113.20777358467925,111.32834320154056,109.41663493271945,106.06601717798212,108.00462953040486,110.43550153822818,110.16805344563367,108.46197490365,55.35
235.49097647256042,238.15961034566715,234.8829495727606,236.96624232155938,228.71160880025312,221.6528817768901,222.61176967986216,231.68297304722245,236.4846718077093,232.1551205552012,61.45
194.9974358805777,199.60210419732556,190.1183841715472,187.3606148580859,193.31321734428815,195.88772294352702,193.05180651835403,197.0406049523803,192.35384061671346,192.76929216034387,59.35
267.4471910489994,273.82658746002005,265.7084868798887,266.66083326952986,261.48040079516477,253.87004549572208,255.0548960518108,271.5768767770924,272.6169473822198,267.6153956707274,62.9
98.11218069128829,97.57561170702442,98.40731680114037,96.17692030835673,94.93682109698008,97.082439194738,98.41239759298622,96.89685237405806,95.18928511129809,94.55686120002079,54.55
101.51354589413178,101.87246929372036,97.98979538707079,99.92497185388643,99.4635611668917,100.72239075796404,98.11218069128829,102.30347012687302,100.18482919085103,98.48857801796105,54.9
91.706052144883,89.89438247187641,90.21086409075129,90.47651629014015,90.13878188659972,88.68483523128404,88.00568163476721,87.36704184073076,88.3911760301898,88.60022573334675,54.35
82.76472678623425,85.0,83.81527307120105,82.85529554590943,80.4114419718985,79.61155694998057,81.5659242576212,87.13208364316786,85.09406559801924,81.9084855189009,54.05
230.4886114323222,226.38462845343545,232.2606294661237,228.5475880424031,221.3820227570432,219.27152117865197,223.44574285494903,226.503863101714,225.5681715136247,218.82641522448796,60.9
112.20071301021221,114.16216536138408,118.79393923933998,109.29318368498559,106.06601717798212,109.98636279102968,117.59251676871278,112.69871339105872,110.11357772772621,110.21796586763884,55.4
246.05893602956183,241.3731550939333,246.58669874914182,241.6981588676256,236.54597861726586,237.77720664521232,241.01867147588382,239.4013366712893,236.78048906107108,234.92339176846562,61.45
84.8528137423857,85.70880934886449,84.02380615040002,83.0963296421689,82.46211251235322,83.6301381082203,83.4865258589672,86.12781200053792,84.09518416651456,83.00602387778855,54.25
95.80187889597993,93.81364506296512,93.98404119849285,91.2414379544733,94.64142856064674,96.13532129243653,95.27329111561122,94.06912352095135,90.42676594902642,91.3016976841066,54.7
105.84894897919392,108.16653826391969,108.40664186294121,104.99523798725349,101.1385188738692,100.64790112068907,104.00961494015829,106.5269918846862,106.47065323364932,103.75451797391764,55.0
162.36070953281768,167.93153366774212,150.41608956491322,163.27277789025337,165.0848266801041,158.3729774930054,147.898613921835,174.41330224498358,170.32909322837364,160.822883943797,58.25
223.80571931923458,215.61539833694627,226.45970944077445,221.3820227570432,215.7614423385235,215.87264764207626,220.7804339156892,212.22865028077615,215.12786895239768,210.16184239771027,60.45
158.35403373454054,156.11854470241516,158.11388300841895,154.69324484281788,153.2122710490253,154.77725931156684,156.20499351813308,157.0509471477329,154.54772725601632,150.63200191194434,57.3
367.30641159663963,356.18674877092207,361.36546597592866,354.05225603009507,356.70716281005633,363.0674868395682,360.2568528147661,347.932464711185,345.7354479945613,345.7759390125345,66.9
88.10221336606703,89.8999443826302,94.30270409696638,87.84645695758026,83.81527307120105,85.47514258543241,92.20086767487604,89.18520056601321,88.25531145489204,87.31551981177229,54.2
394.97468273295686,376.9615364994153,387.07234465923807,386.38969965567145,386.6846260197061,391.72056366752054,387.48548359906334,382.4787575800779,375.71931012392747,362.4913792078372,68.95
137.20058308913997,134.71822445385777,132.43866504914644,129.28263611173776,133.41664064126334,138.6001443000692,135.77186748365804,133.40539719216758,128.94960255851893,129.80754985747168,56.1
124.39051410778879,121.26417442921878,125.7179382586272,123.97580409095958,118.90332207301864,118.20744477400736,120.80149005703531,123.69316876852982,120.74767078498863,115.45128842936316,55.85
92.78469701410894,93.2308961664533,92.61749294814669,91.23595782365636,90.47098982546837,89.87213138676529,90.60905032059436,91.41662868428259,91.09335870413385,91.48223871331528,54.45
263.7062759966095,263.9412813487121,262.6194966105906,262.48238036104436,255.92381678929374,253.80504329110556,255.69708641281,264.91130591199766,262.20793275566626,257.41017850893155,62.6
131.18307817702708,126.77933585565118,132.23085872821065,127.13772060250255,126.53062870309307,127.94139283281231,130.09611831257686,127.1416532848303,123.89108119634764,122.10241602851272,56.05
113.44161493913951,112.2541758688736,112.0446339634344,110.94142598686929,110.02272492535349,111.8257573191436,111.73182178770736,112.6454615153225,110.86027241532469,108.5034561661517,55.25
237.19190542680835,236.5967032737354,234.61031520374374,235.6374333589636,232.12496634356242,228.73784120691533,228.43160902116853,236.61149591682988,234.9170066214875,229.92390045404156,61.35
271.4129694764051,269.59599403551977,265.83077323741134,262.78698597913865,264.7508262498911,263.47295876427245,260.5167940843737,267.0674072214728,262.9923953273174,262.682317638626,62.65
106.6770828247567,104.2784733298297,107.61505470890215,104.65180361560905,102.55242561733972,104.29285689825552,106.21675950620977,103.24727599312244,102.7861858422619,100.57832768544128,54.9
202.48456731316588,200.48940121612412,196.66468925559562,197.3676771915807,198.11612756158948,198.60010070490898,194.48650338776727,192.7822605946927,198.64037857394456,198.4943324127921,59.85
191.10729970359586,190.39432764659767,193.61043360315063,187.42731924668823,183.09833423600554,186.76188047886,191.01047091717248,189.61276328348785,186.11824198610947,185.19449235870917,59.25
174.89711261195825,174.4276354251241,173.94826817189067,170.66048165876012,168.86681142249356,174.64249196572982,175.20559351801532,171.40595088852663,170.30854353202602,170.53152201279389,58.1
211.69789795838787,209.05740838343903,207.58853532890492,204.68756679388227,206.32013958894075,210.20228352708256,208.01922988031657,207.87015177749785,203.03940504246955,204.01225453388824,59.9
250.88842141477954,269.63122964523234,254.6291420870753,253.5527558517162,243.9200688750313,238.64827675891564,244.00819658363937,260.725909721301,265.80067720004024,266.0845730214362,63.0
142.07744367069668,142.2989810223531,145.89036979869508,144.5441109142811,136.40014662748717,132.83448347473634,137.84411485442533,145.08618128546908,143.7810835958611,135.93012911051028,56.95
90.24965373894794,91.0659101969557,88.58893836140041,89.84430978086479,89.02246907382427,87.66413177577246,86.82165628459295,89.81091247727082,90.78546139112804,88.14193099768124,54.4
